, ,Label,Area,IntDen,RawIntDen,batch,stage,group,culture
2,3,MAX_w2c2-63xz-1.tif,0.873,125.318,12777.0,batch3009,d3,200nano,w2c2-seg2
3,4,MAX_w2c2-63xz-1.tif,1.304,87.243,8895.0,batch3009,d3,200nano,w2c2-seg2
4,5,MAX_w2c2-63xz-1.tif,1.226,70.452,7183.0,batch3009,d3,200nano,w2c2-seg2
5,6,MAX_w2c2-63xz-1.tif,1.53,198.045,20192.0,batch3009,d3,200nano,w2c2-seg2
6,7,MAX_w2c2-63xz-1.tif,1.0,86.802,8850.0,batch3009,d3,200nano,w2c2-seg2
7,8,MAX_w2c2-63xz-1.tif,1.599,174.388,17780.0,batch3009,d3,200nano,w2c2-seg2
8,9,MAX_w2c2-63xz-1.tif,0.8240000000000001,55.25899999999999,5634.0,batch3009,d3,200nano,w2c2-seg2
9,10,MAX_w2c2-63xz-1.tif,0.5,43.891000000000005,4475.0,batch3009,d3,200nano,w2c2-seg2
10,11,MAX_w2c2-63xz-1.tif,0.893,29.14,2971.0,batch3009,d3,200nano,w2c2-seg2
11,12,MAX_w2c2-63xz-1.tif,0.5489999999999999,35.427,3612.0,batch3009,d3,200nano,w2c2-seg2
12,13,MAX_w2c2-63xz-1.tif,1.295,53.306999999999995,5435.0,batch3009,d3,200nano,w2c2-seg2
13,14,MAX_w2c2-63xz-1.tif,1.324,111.449,11363.0,batch3009,d3,200nano,w2c2-seg2
14,15,MAX_w2c2-63xz-1.tif,0.461,17.919,1827.0,batch3009,d3,200nano,w2c2-seg2
15,16,MAX_w2c2-63xz-1.tif,0.657,27.914,2846.0,batch3009,d3,200nano,w2c2-seg2
16,17,MAX_w2c2-63xz-1.tif,1.618,100.229,10219.0,batch3009,d3,200nano,w2c2-seg2
17,18,MAX_w2c2-63xz-1.tif,0.5,37.33,3806.0,batch3009,d3,200nano,w2c2-seg2
18,19,MAX_w2c2-63xz-1.tif,0.853,101.072,10305.0,batch3009,d3,200nano,w2c2-seg2
19,20,MAX_w2c2-63xz-1.tif,0.353,41.458999999999996,4227.0,batch3009,d3,200nano,w2c2-seg2
20,21,MAX_w2c2-63xz-1.tif,0.853,59.81,6098.0,batch3009,d3,200nano,w2c2-seg2
21,22,MAX_w2c2-63xz-1.tif,0.38299999999999995,12.515,1276.0,batch3009,d3,200nano,w2c2-seg2
22,23,MAX_w2c2-63xz-1.tif,1.216,68.039,6937.0,batch3009,d3,200nano,w2c2-seg2
23,24,MAX_w2c2-63xz-1.tif,1.236,72.688,7411.0,batch3009,d3,200nano,w2c2-seg2
0,1,MAX_w2c2-63xz-1.tif,1.157,133.469,13608.0,batch3009,d3,200nano,w2c2-seg3
1,2,MAX_w2c2-63xz-1.tif,0.657,34.005,3467.0,batch3009,d3,200nano,w2c2-seg3
2,3,MAX_w2c2-63xz-1.tif,0.843,47.324,4825.0,batch3009,d3,200nano,w2c2-seg3
3,4,MAX_w2c2-63xz-1.tif,0.755,57.328,5845.0,batch3009,d3,200nano,w2c2-seg3
4,5,MAX_w2c2-63xz-1.tif,0.951,114.755,11700.0,batch3009,d3,200nano,w2c2-seg3
5,6,MAX_w2c2-63xz-1.tif,0.991,94.579,9643.0,batch3009,d3,200nano,w2c2-seg3
6,7,MAX_w2c2-63xz-1.tif,0.726,79.093,8064.0,batch3009,d3,200nano,w2c2-seg3
7,8,MAX_w2c2-63xz-1.tif,0.5489999999999999,51.61,5262.0,batch3009,d3,200nano,w2c2-seg3
8,9,MAX_w2c2-63xz-1.tif,0.451,46.785,4770.0,batch3009,d3,200nano,w2c2-seg3
9,10,MAX_w2c2-63xz-1.tif,1.3730000000000002,108.89,11102.0,batch3009,d3,200nano,w2c2-seg3
10,11,MAX_w2c2-63xz-1.tif,1.4909999999999999,91.48,9327.0,batch3009,d3,200nano,w2c2-seg3
11,12,MAX_w2c2-63xz-1.tif,1.432,88.54799999999999,9028.0,batch3009,d3,200nano,w2c2-seg3
12,13,MAX_w2c2-63xz-1.tif,0.863,41.968999999999994,4279.0,batch3009,d3,200nano,w2c2-seg3
13,14,MAX_w2c2-63xz-1.tif,1.246,82.712,8433.0,batch3009,d3,200nano,w2c2-seg3
0,1,MAX_w2c2-63xz-1.tif,1.344,57.907,5904.0,batch3009,d3,200nano,w2c2-seg4
1,2,MAX_w2c2-63xz-1.tif,0.873,54.278,5534.0,batch3009,d3,200nano,w2c2-seg4
2,3,MAX_w2c2-63xz-1.tif,0.304,53.533,5458.0,batch3009,d3,200nano,w2c2-seg4
3,4,MAX_w2c2-63xz-1.tif,0.794,137.205,13989.0,batch3009,d3,200nano,w2c2-seg4
4,5,MAX_w2c2-63xz-1.tif,0.971,137.657,14035.0,batch3009,d3,200nano,w2c2-seg4
5,6,MAX_w2c2-63xz-1.tif,0.991,65.95,6724.0,batch3009,d3,200nano,w2c2-seg4
6,7,MAX_w2c2-63xz-1.tif,0.628,40.586,4138.0,batch3009,d3,200nano,w2c2-seg4
7,8,MAX_w2c2-63xz-1.tif,0.706,91.71600000000001,9351.0,batch3009,d3,200nano,w2c2-seg4
8,9,MAX_w2c2-63xz-1.tif,1.0490000000000002,110.07600000000001,11223.0,batch3009,d3,200nano,w2c2-seg4
9,10,MAX_w2c2-63xz-1.tif,0.745,111.33200000000001,11351.0,batch3009,d3,200nano,w2c2-seg4
10,11,MAX_w2c2-63xz-1.tif,0.794,107.90899999999999,11002.0,batch3009,d3,200nano,w2c2-seg4
11,12,MAX_w2c2-63xz-1.tif,0.696,40.919000000000004,4172.0,batch3009,d3,200nano,w2c2-seg4
12,13,MAX_w2c2-63xz-1.tif,0.765,58.907,6006.0,batch3009,d3,200nano,w2c2-seg4
13,14,MAX_w2c2-63xz-1.tif,1.0490000000000002,71.03,7242.0,batch3009,d3,200nano,w2c2-seg4
14,15,MAX_w2c2-63xz-1.tif,0.736,53.346000000000004,5439.0,batch3009,d3,200nano,w2c2-seg4
15,16,MAX_w2c2-63xz-1.tif,1.834,251.715,25664.0,batch3009,d3,200nano,w2c2-seg4
0,1,MAX_w2c3-63xz-1.tif,1.53,85.48700000000001,8716.0,batch3009,d3,200nano,w2c3-seg1
1,2,MAX_w2c3-63xz-1.tif,2.383,111.449,11363.0,batch3009,d3,200nano,w2c3-seg1
2,3,MAX_w2c3-63xz-1.tif,1.01,171.671,17503.0,batch3009,d3,200nano,w2c3-seg1
3,4,MAX_w2c3-63xz-1.tif,0.8140000000000001,27.991999999999997,2854.0,batch3009,d3,200nano,w2c3-seg1
4,5,MAX_w2c3-63xz-1.tif,0.657,32.867,3351.0,batch3009,d3,200nano,w2c3-seg1
5,6,MAX_w2c3-63xz-1.tif,0.265,27.296,2783.0,batch3009,d3,200nano,w2c3-seg1
6,7,MAX_w2c3-63xz-1.tif,1.354,99.758,10171.0,batch3009,d3,200nano,w2c3-seg1
7,8,MAX_w2c3-63xz-1.tif,2.148,166.81599999999997,17008.0,batch3009,d3,200nano,w2c3-seg1
8,9,MAX_w2c3-63xz-1.tif,1.6580000000000001,149.89700000000002,15283.0,batch3009,d3,200nano,w2c3-seg1
9,10,MAX_w2c3-63xz-1.tif,0.765,110.25299999999999,11241.0,batch3009,d3,200nano,w2c3-seg1
10,11,MAX_w2c3-63xz-1.tif,0.34299999999999997,59.81,6098.0,batch3009,d3,200nano,w2c3-seg1
11,12,MAX_w2c3-63xz-1.tif,3.423,263.632,26879.0,batch3009,d3,200nano,w2c3-seg1
12,13,MAX_w2c3-63xz-1.tif,2.697,295.253,30103.0,batch3009,d3,200nano,w2c3-seg1
13,14,MAX_w2c3-63xz-1.tif,1.54,53.64,5469.0,batch3009,d3,200nano,w2c3-seg1
14,15,MAX_w2c3-63xz-1.tif,2.06,253.71599999999998,25868.0,batch3009,d3,200nano,w2c3-seg1
15,16,MAX_w2c3-63xz-1.tif,1.01,74.983,7645.0,batch3009,d3,200nano,w2c3-seg1
16,17,MAX_w2c3-63xz-1.tif,0.284,13.31,1357.0,batch3009,d3,200nano,w2c3-seg1
17,18,MAX_w2c3-63xz-1.tif,2.305,206.382,21042.0,batch3009,d3,200nano,w2c3-seg1
18,19,MAX_w2c3-63xz-1.tif,0.843,125.514,12797.0,batch3009,d3,200nano,w2c3-seg1
19,20,MAX_w2c3-63xz-1.tif,1.1179999999999999,102.171,10417.0,batch3009,d3,200nano,w2c3-seg1
20,21,MAX_w2c3-63xz-1.tif,1.726,100.03299999999999,10199.0,batch3009,d3,200nano,w2c3-seg1
21,22,MAX_w2c3-63xz-1.tif,1.275,70.226,7160.0,batch3009,d3,200nano,w2c3-seg1
22,23,MAX_w2c3-63xz-1.tif,1.599,105.555,10762.0,batch3009,d3,200nano,w2c3-seg1
23,24,MAX_w2c3-63xz-1.tif,1.138,82.741,8436.0,batch3009,d3,200nano,w2c3-seg1
24,25,MAX_w2c3-63xz-1.tif,0.43200000000000005,18.783,1915.0,batch3009,d3,200nano,w2c3-seg1
25,26,MAX_w2c3-63xz-1.tif,1.324,95.45200000000001,9732.0,batch3009,d3,200nano,w2c3-seg1
26,27,MAX_w2c3-63xz-1.tif,0.696,92.186,9399.0,batch3009,d3,200nano,w2c3-seg1
27,28,MAX_w2c3-63xz-1.tif,0.667,50.38399999999999,5137.0,batch3009,d3,200nano,w2c3-seg1
28,29,MAX_w2c3-63xz-1.tif,2.07,279.717,28519.0,batch3009,d3,200nano,w2c3-seg1
29,30,MAX_w2c3-63xz-1.tif,0.726,28.345,2890.0,batch3009,d3,200nano,w2c3-seg1
30,31,MAX_w2c3-63xz-1.tif,1.0,93.45200000000001,9528.0,batch3009,d3,200nano,w2c3-seg1
31,32,MAX_w2c3-63xz-1.tif,0.785,46.49,4740.0,batch3009,d3,200nano,w2c3-seg1
32,33,MAX_w2c3-63xz-1.tif,2.05,183.06799999999998,18665.0,batch3009,d3,200nano,w2c3-seg1
33,34,MAX_w2c3-63xz-1.tif,3.266,304.777,31074.0,batch3009,d3,200nano,w2c3-seg1
34,35,MAX_w2c3-63xz-1.tif,1.236,91.01899999999999,9280.0,batch3009,d3,200nano,w2c3-seg1
35,36,MAX_w2c3-63xz-1.tif,1.069,108.86,11099.0,batch3009,d3,200nano,w2c3-seg1
36,37,MAX_w2c3-63xz-1.tif,0.8140000000000001,110.596,11276.0,batch3009,d3,200nano,w2c3-seg1
37,38,MAX_w2c3-63xz-1.tif,1.177,93.501,9533.0,batch3009,d3,200nano,w2c3-seg1
0,1,MAX_w6c2-63xz-1.tif,1.275,77.23899999999999,7875.0,batch3009,d3,200nano,w6c2-seg1
1,2,MAX_w6c2-63xz-1.tif,1.255,143.296,14610.0,batch3009,d3,200nano,w6c2-seg1
2,3,MAX_w6c2-63xz-1.tif,0.981,35.348,3604.0,batch3009,d3,200nano,w6c2-seg1
3,4,MAX_w6c2-63xz-1.tif,0.5589999999999999,23.706,2417.0,batch3009,d3,200nano,w6c2-seg1
4,5,MAX_w6c2-63xz-1.tif,0.539,29.925,3051.0,batch3009,d3,200nano,w6c2-seg1
5,6,MAX_w6c2-63xz-1.tif,0.687,55.004,5608.0,batch3009,d3,200nano,w6c2-seg1
6,7,MAX_w6c2-63xz-1.tif,0.883,88.94,9068.0,batch3009,d3,200nano,w6c2-seg1
7,8,MAX_w6c2-63xz-1.tif,0.8240000000000001,46.391999999999996,4730.0,batch3009,d3,200nano,w6c2-seg1
8,9,MAX_w6c2-63xz-1.tif,0.706,58.231,5937.0,batch3009,d3,200nano,w6c2-seg1
9,10,MAX_w6c2-63xz-1.tif,0.255,30.041999999999998,3063.0,batch3009,d3,200nano,w6c2-seg1
10,11,MAX_w6c2-63xz-1.tif,0.863,44.411,4528.0,batch3009,d3,200nano,w6c2-seg1
11,12,MAX_w6c2-63xz-1.tif,0.647,38.085,3883.0,batch3009,d3,200nano,w6c2-seg1
12,13,MAX_w6c2-63xz-1.tif,1.01,37.732,3847.0,batch3009,d3,200nano,w6c2-seg1
13,14,MAX_w6c2-63xz-1.tif,0.638,33.652,3431.0,batch3009,d3,200nano,w6c2-seg1
14,15,MAX_w6c2-63xz-1.tif,0.716,33.583,3424.0,batch3009,d3,200nano,w6c2-seg1
15,16,MAX_w6c2-63xz-1.tif,0.883,63.272,6451.0,batch3009,d3,200nano,w6c2-seg1
16,17,MAX_w6c2-63xz-1.tif,0.9420000000000001,39.399,4017.0,batch3009,d3,200nano,w6c2-seg1
17,18,MAX_w6c2-63xz-1.tif,0.981,69.863,7123.0,batch3009,d3,200nano,w6c2-seg1
18,19,MAX_w6c2-63xz-1.tif,1.0,40.89,4169.0,batch3009,d3,200nano,w6c2-seg1
19,20,MAX_w6c2-63xz-1.tif,0.873,25.02,2551.0,batch3009,d3,200nano,w6c2-seg1
20,21,MAX_w6c2-63xz-1.tif,0.893,34.417,3509.0,batch3009,d3,200nano,w6c2-seg1
21,22,MAX_w6c2-63xz-1.tif,0.991,60.446999999999996,6163.0,batch3009,d3,200nano,w6c2-seg1
22,23,MAX_w6c2-63xz-1.tif,0.461,47.226000000000006,4815.0,batch3009,d3,200nano,w6c2-seg1
23,24,MAX_w6c2-63xz-1.tif,0.10800000000000001,7.611000000000001,776.0,batch3009,d3,200nano,w6c2-seg1
24,25,MAX_w6c2-63xz-1.tif,1.246,97.59100000000001,9950.0,batch3009,d3,200nano,w6c2-seg1
25,26,MAX_w6c2-63xz-1.tif,0.47100000000000003,49.472,5044.0,batch3009,d3,200nano,w6c2-seg1
26,27,MAX_w6c2-63xz-1.tif,0.49,22.107,2254.0,batch3009,d3,200nano,w6c2-seg1
27,28,MAX_w6c2-63xz-1.tif,0.765,22.019000000000002,2245.0,batch3009,d3,200nano,w6c2-seg1
28,29,MAX_w6c2-63xz-1.tif,0.755,38.713,3947.0,batch3009,d3,200nano,w6c2-seg1
29,30,MAX_w6c2-63xz-1.tif,1.157,190.924,19466.0,batch3009,d3,200nano,w6c2-seg1
30,31,MAX_w6c2-63xz-1.tif,0.706,116.059,11833.0,batch3009,d3,200nano,w6c2-seg1
31,32,MAX_w6c2-63xz-1.tif,0.226,15.222000000000001,1552.0,batch3009,d3,200nano,w6c2-seg1
32,33,MAX_w6c2-63xz-1.tif,0.677,43.97,4483.0,batch3009,d3,200nano,w6c2-seg1
33,34,MAX_w6c2-63xz-1.tif,0.608,31.209,3182.0,batch3009,d3,200nano,w6c2-seg1
34,35,MAX_w6c2-63xz-1.tif,0.569,13.447000000000001,1371.0,batch3009,d3,200nano,w6c2-seg1
35,36,MAX_w6c2-63xz-1.tif,1.236,79.946,8151.0,batch3009,d3,200nano,w6c2-seg1
36,37,MAX_w6c2-63xz-1.tif,0.873,43.96,4482.0,batch3009,d3,200nano,w6c2-seg1
37,38,MAX_w6c2-63xz-1.tif,0.226,10.083,1028.0,batch3009,d3,200nano,w6c2-seg1
38,39,MAX_w6c2-63xz-1.tif,0.49,13.614,1388.0,batch3009,d3,200nano,w6c2-seg1
39,40,MAX_w6c2-63xz-1.tif,0.392,23.794,2426.0,batch3009,d3,200nano,w6c2-seg1
40,41,MAX_w6c2-63xz-1.tif,0.402,40.468,4126.0,batch3009,d3,200nano,w6c2-seg1
41,42,MAX_w6c2-63xz-1.tif,0.41200000000000003,29.169,2974.0,batch3009,d3,200nano,w6c2-seg1
42,43,MAX_w6c2-63xz-1.tif,0.294,24.941999999999997,2543.0,batch3009,d3,200nano,w6c2-seg1
43,44,MAX_w6c2-63xz-1.tif,1.422,68.392,6973.0,batch3009,d3,200nano,w6c2-seg1
44,45,MAX_w6c2-63xz-1.tif,3.972,182.98,18656.0,batch3009,d3,200nano,w6c2-seg1
0,1,MAX_w6c2-63xz-1.tif,1.883,242.42700000000002,24717.0,batch3009,d3,200nano,w6c2-seg2
1,2,MAX_w6c2-63xz-1.tif,1.0490000000000002,65.753,6704.0,batch3009,d3,200nano,w6c2-seg2
2,3,MAX_w6c2-63xz-1.tif,0.804,45.716,4661.0,batch3009,d3,200nano,w6c2-seg2
3,4,MAX_w6c2-63xz-1.tif,1.814,186.04,18968.0,batch3009,d3,200nano,w6c2-seg2
4,5,MAX_w6c2-63xz-1.tif,0.53,48.619,4957.0,batch3009,d3,200nano,w6c2-seg2
5,6,MAX_w6c2-63xz-1.tif,2.079,219.986,22429.0,batch3009,d3,200nano,w6c2-seg2
6,7,MAX_w6c2-63xz-1.tif,0.569,74.72800000000001,7619.0,batch3009,d3,200nano,w6c2-seg2
7,8,MAX_w6c2-63xz-1.tif,1.167,84.006,8565.0,batch3009,d3,200nano,w6c2-seg2
8,9,MAX_w6c2-63xz-1.tif,2.55,349.94300000000004,35679.0,batch3009,d3,200nano,w6c2-seg2
9,10,MAX_w6c2-63xz-1.tif,0.579,62.388999999999996,6361.0,batch3009,d3,200nano,w6c2-seg2
10,11,MAX_w6c2-63xz-1.tif,1.295,130.16299999999998,13271.0,batch3009,d3,200nano,w6c2-seg2
11,12,MAX_w6c2-63xz-1.tif,0.922,144.748,14758.0,batch3009,d3,200nano,w6c2-seg2
12,13,MAX_w6c2-63xz-1.tif,0.441,71.354,7275.0,batch3009,d3,200nano,w6c2-seg2
13,14,MAX_w6c2-63xz-1.tif,1.412,165.247,16848.0,batch3009,d3,200nano,w6c2-seg2
14,15,MAX_w6c2-63xz-1.tif,0.52,92.21600000000001,9402.0,batch3009,d3,200nano,w6c2-seg2
15,16,MAX_w6c2-63xz-1.tif,1.197,156.44899999999998,15951.0,batch3009,d3,200nano,w6c2-seg2
16,17,MAX_w6c2-63xz-1.tif,1.01,68.971,7032.0,batch3009,d3,200nano,w6c2-seg2
17,18,MAX_w6c2-63xz-1.tif,0.912,83.95700000000001,8560.0,batch3009,d3,200nano,w6c2-seg2
18,19,MAX_w6c2-63xz-1.tif,1.069,119.374,12171.0,batch3009,d3,200nano,w6c2-seg2
19,20,MAX_w6c2-63xz-1.tif,1.265,207.05900000000003,21111.0,batch3009,d3,200nano,w6c2-seg2
20,21,MAX_w6c2-63xz-1.tif,1.02,67.95100000000001,6928.0,batch3009,d3,200nano,w6c2-seg2
21,22,MAX_w6c2-63xz-1.tif,0.245,10.946,1116.0,batch3009,d3,200nano,w6c2-seg2
22,23,MAX_w6c2-63xz-1.tif,0.8340000000000001,129.536,13207.0,batch3009,d3,200nano,w6c2-seg2
23,24,MAX_w6c2-63xz-1.tif,0.294,24.559,2504.0,batch3009,d3,200nano,w6c2-seg2
24,25,MAX_w6c2-63xz-1.tif,1.412,175.63400000000001,17907.0,batch3009,d3,200nano,w6c2-seg2
25,26,MAX_w6c2-63xz-1.tif,0.38299999999999995,19.351,1973.0,batch3009,d3,200nano,w6c2-seg2
26,27,MAX_w6c2-63xz-1.tif,1.236,118.56,12088.0,batch3009,d3,200nano,w6c2-seg2
27,28,MAX_w6c2-63xz-1.tif,1.128,117.844,12015.0,batch3009,d3,200nano,w6c2-seg2
28,29,MAX_w6c2-63xz-1.tif,1.167,76.278,7777.0,batch3009,d3,200nano,w6c2-seg2
29,30,MAX_w6c2-63xz-1.tif,0.843,84.536,8619.0,batch3009,d3,200nano,w6c2-seg2
30,31,MAX_w6c2-63xz-1.tif,0.932,94.305,9615.0,batch3009,d3,200nano,w6c2-seg2
31,32,MAX_w6c2-63xz-1.tif,0.696,57.515,5864.0,batch3009,d3,200nano,w6c2-seg2
32,33,MAX_w6c2-63xz-1.tif,1.432,118.649,12097.0,batch3009,d3,200nano,w6c2-seg2
33,34,MAX_w6c2-63xz-1.tif,0.8240000000000001,93.206,9503.0,batch3009,d3,200nano,w6c2-seg2
34,35,MAX_w6c2-63xz-1.tif,0.883,46.824,4774.0,batch3009,d3,200nano,w6c2-seg2
35,36,MAX_w6c2-63xz-1.tif,1.01,53.443999999999996,5449.0,batch3009,d3,200nano,w6c2-seg2
36,37,MAX_w6c2-63xz-1.tif,1.324,140.96200000000002,14372.0,batch3009,d3,200nano,w6c2-seg2
37,38,MAX_w6c2-63xz-1.tif,1.216,91.37200000000001,9316.0,batch3009,d3,200nano,w6c2-seg2
38,39,MAX_w6c2-63xz-1.tif,1.197,74.973,7644.0,batch3009,d3,200nano,w6c2-seg2
39,40,MAX_w6c2-63xz-1.tif,0.304,17.105,1744.0,batch3009,d3,200nano,w6c2-seg2
40,41,MAX_w6c2-63xz-1.tif,1.02,48.913000000000004,4987.0,batch3009,d3,200nano,w6c2-seg2
41,42,MAX_w6c2-63xz-1.tif,0.706,54.483999999999995,5555.0,batch3009,d3,200nano,w6c2-seg2
42,43,MAX_w6c2-63xz-1.tif,0.588,44.715,4559.0,batch3009,d3,200nano,w6c2-seg2
43,44,MAX_w6c2-63xz-1.tif,0.265,17.4,1774.0,batch3009,d3,200nano,w6c2-seg2
44,45,MAX_w6c2-63xz-1.tif,0.745,81.711,8331.0,batch3009,d3,200nano,w6c2-seg2
45,46,MAX_w6c2-63xz-1.tif,0.638,49.09,5005.0,batch3009,d3,200nano,w6c2-seg2
46,47,MAX_w6c2-63xz-1.tif,0.8340000000000001,49.138999999999996,5010.0,batch3009,d3,200nano,w6c2-seg2
47,48,MAX_w6c2-63xz-1.tif,1.501,107.958,11007.0,batch3009,d3,200nano,w6c2-seg2
48,49,MAX_w6c2-63xz-1.tif,0.765,110.635,11280.0,batch3009,d3,200nano,w6c2-seg2
49,50,MAX_w6c2-63xz-1.tif,1.54,99.62100000000001,10157.0,batch3009,d3,200nano,w6c2-seg2
50,51,MAX_w6c2-63xz-1.tif,1.314,128.07399999999998,13058.0,batch3009,d3,200nano,w6c2-seg2
51,52,MAX_w6c2-63xz-1.tif,0.5589999999999999,41.665,4248.0,batch3009,d3,200nano,w6c2-seg2
52,53,MAX_w6c2-63xz-1.tif,2.364,181.391,18494.0,batch3009,d3,200nano,w6c2-seg2
0,1,MAX_w6c3-63xz-1.tif,1.265,83.49600000000001,8513.0,batch3009,d3,200nano,w6c3-seg1
1,2,MAX_w6c3-63xz-1.tif,0.9420000000000001,31.337,3195.0,batch3009,d3,200nano,w6c3-seg1
2,3,MAX_w6c3-63xz-1.tif,1.216,88.999,9074.0,batch3009,d3,200nano,w6c3-seg1
3,4,MAX_w6c3-63xz-1.tif,1.893,64.93,6620.0,batch3009,d3,200nano,w6c3-seg1
4,5,MAX_w6c3-63xz-1.tif,0.785,17.194000000000003,1753.0,batch3009,d3,200nano,w6c3-seg1
5,6,MAX_w6c3-63xz-1.tif,1.236,65.881,6717.0,batch3009,d3,200nano,w6c3-seg1
6,7,MAX_w6c3-63xz-1.tif,1.412,83.133,8476.0,batch3009,d3,200nano,w6c3-seg1
7,8,MAX_w6c3-63xz-1.tif,2.2359999999999998,111.92,11411.0,batch3009,d3,200nano,w6c3-seg1
8,9,MAX_w6c3-63xz-1.tif,1.4709999999999999,62.595,6382.0,batch3009,d3,200nano,w6c3-seg1
9,10,MAX_w6c3-63xz-1.tif,1.765,66.048,6734.0,batch3009,d3,200nano,w6c3-seg1
10,11,MAX_w6c3-63xz-1.tif,1.52,52.052,5307.0,batch3009,d3,200nano,w6c3-seg1
11,12,MAX_w6c3-63xz-1.tif,0.981,44.342,4521.0,batch3009,d3,200nano,w6c3-seg1
12,13,MAX_w6c3-63xz-1.tif,0.539,24.500999999999998,2498.0,batch3009,d3,200nano,w6c3-seg1
13,14,MAX_w6c3-63xz-1.tif,1.922,104.133,10617.0,batch3009,d3,200nano,w6c3-seg1
14,15,MAX_w6c3-63xz-1.tif,1.334,76.503,7800.0,batch3009,d3,200nano,w6c3-seg1
15,16,MAX_w6c3-63xz-1.tif,1.609,147.563,15045.0,batch3009,d3,200nano,w6c3-seg1
16,17,MAX_w6c3-63xz-1.tif,1.903,77.866,7939.0,batch3009,d3,200nano,w6c3-seg1
17,18,MAX_w6c3-63xz-1.tif,1.893,133.567,13618.0,batch3009,d3,200nano,w6c3-seg1
18,19,MAX_w6c3-63xz-1.tif,1.501,57.495,5862.0,batch3009,d3,200nano,w6c3-seg1
0,1,MAX_w6c3-63xz-1.tif,1.883,104.37799999999999,10642.0,batch3009,d3,200nano,w6c3-seg2
1,2,MAX_w6c3-63xz-1.tif,1.03,41.743,4256.0,batch3009,d3,200nano,w6c3-seg2
2,3,MAX_w6c3-63xz-1.tif,2.736,82.8,8442.0,batch3009,d3,200nano,w6c3-seg2
3,4,MAX_w6c3-63xz-1.tif,1.5590000000000002,105.055,10711.0,batch3009,d3,200nano,w6c3-seg2
4,5,MAX_w6c3-63xz-1.tif,0.608,23.432,2389.0,batch3009,d3,200nano,w6c3-seg2
5,6,MAX_w6c3-63xz-1.tif,1.403,66.656,6796.0,batch3009,d3,200nano,w6c3-seg2
6,7,MAX_w6c3-63xz-1.tif,1.04,27.963,2851.0,batch3009,d3,200nano,w6c3-seg2
7,8,MAX_w6c3-63xz-1.tif,1.501,94.413,9626.0,batch3009,d3,200nano,w6c3-seg2
8,9,MAX_w6c3-63xz-1.tif,1.834,233.07,23763.0,batch3009,d3,200nano,w6c3-seg2
9,10,MAX_w6c3-63xz-1.tif,0.902,44.68600000000001,4556.0,batch3009,d3,200nano,w6c3-seg2
10,11,MAX_w6c3-63xz-1.tif,0.971,46.147,4705.0,batch3009,d3,200nano,w6c3-seg2
11,12,MAX_w6c3-63xz-1.tif,1.138,80.07300000000001,8164.0,batch3009,d3,200nano,w6c3-seg2
12,13,MAX_w6c3-63xz-1.tif,0.706,73.992,7544.0,batch3009,d3,200nano,w6c3-seg2
13,14,MAX_w6c3-63xz-1.tif,1.206,91.411,9320.0,batch3009,d3,200nano,w6c3-seg2
14,15,MAX_w6c3-63xz-1.tif,1.0590000000000002,71.668,7307.0,batch3009,d3,200nano,w6c3-seg2
15,16,MAX_w6c3-63xz-1.tif,0.961,56.348,5745.0,batch3009,d3,200nano,w6c3-seg2
16,17,MAX_w6c3-63xz-1.tif,1.383,96.62,9851.0,batch3009,d3,200nano,w6c3-seg2
17,18,MAX_w6c3-63xz-1.tif,1.4909999999999999,103.20100000000001,10522.0,batch3009,d3,200nano,w6c3-seg2
18,19,MAX_w6c3-63xz-1.tif,0.8140000000000001,50.501999999999995,5149.0,batch3009,d3,200nano,w6c3-seg2
19,20,MAX_w6c3-63xz-1.tif,0.618,21.96,2239.0,batch3009,d3,200nano,w6c3-seg2
20,21,MAX_w6c3-63xz-1.tif,1.412,101.053,10303.0,batch3009,d3,200nano,w6c3-seg2
21,22,MAX_w6c3-63xz-1.tif,3.266,266.545,27176.0,batch3009,d3,200nano,w6c3-seg2
22,23,MAX_w6c3-63xz-1.tif,0.853,79.161,8071.0,batch3009,d3,200nano,w6c3-seg2
23,24,MAX_w6c3-63xz-1.tif,0.618,82.771,8439.0,batch3009,d3,200nano,w6c3-seg2
24,25,MAX_w6c3-63xz-1.tif,0.804,23.608,2407.0,batch3009,d3,200nano,w6c3-seg2
25,26,MAX_w6c3-63xz-1.tif,1.03,40.635,4143.0,batch3009,d3,200nano,w6c3-seg2
26,27,MAX_w6c3-63xz-1.tif,1.177,59.986000000000004,6116.0,batch3009,d3,200nano,w6c3-seg2
27,28,MAX_w6c3-63xz-1.tif,1.1179999999999999,62.163999999999994,6338.0,batch3009,d3,200nano,w6c3-seg2
28,29,MAX_w6c3-63xz-1.tif,1.501,81.446,8304.0,batch3009,d3,200nano,w6c3-seg2
29,30,MAX_w6c3-63xz-1.tif,3.09,116.589,11887.0,batch3009,d3,200nano,w6c3-seg2
30,31,MAX_w6c3-63xz-1.tif,2.03,79.063,8061.0,batch3009,d3,200nano,w6c3-seg2
31,32,MAX_w6c3-63xz-1.tif,0.873,23.5,2396.0,batch3009,d3,200nano,w6c3-seg2
32,33,MAX_w6c3-63xz-1.tif,0.863,40.811,4161.0,batch3009,d3,200nano,w6c3-seg2
33,34,MAX_w6c3-63xz-1.tif,0.9420000000000001,36.241,3695.0,batch3009,d3,200nano,w6c3-seg2
