, ,Label,Area,IntDen,RawIntDen,batch,stage,group,culture
27,28,MAX_w3c2-63x.tif,1.285,118.73700000000001,12106.0,batch3009,d0,sham,w3c2-seg1
28,29,MAX_w3c2-63x.tif,0.902,76.435,7793.0,batch3009,d0,sham,w3c2-seg1
29,30,MAX_w3c2-63x.tif,1.157,125.50399999999999,12796.0,batch3009,d0,sham,w3c2-seg1
30,31,MAX_w3c2-63x.tif,1.452,115.579,11784.0,batch3009,d0,sham,w3c2-seg1
31,32,MAX_w3c2-63x.tif,1.265,86.49799999999999,8819.0,batch3009,d0,sham,w3c2-seg1
0,1,MAX_w3c2-63x.tif,0.49,53.346000000000004,5439.0,batch3009,d0,sham,w3c2-seg2
1,2,MAX_w3c2-63x.tif,0.43200000000000005,23.127,2358.0,batch3009,d0,sham,w3c2-seg2
2,3,MAX_w3c2-63x.tif,0.43200000000000005,19.489,1987.0,batch3009,d0,sham,w3c2-seg2
3,4,MAX_w3c2-63x.tif,0.647,29.541999999999998,3012.0,batch3009,d0,sham,w3c2-seg2
4,5,MAX_w3c2-63x.tif,1.285,86.223,8791.0,batch3009,d0,sham,w3c2-seg2
5,6,MAX_w3c2-63x.tif,1.167,61.693000000000005,6290.0,batch3009,d0,sham,w3c2-seg2
6,7,MAX_w3c2-63x.tif,1.157,83.163,8479.0,batch3009,d0,sham,w3c2-seg2
7,8,MAX_w3c2-63x.tif,0.775,35.907,3661.0,batch3009,d0,sham,w3c2-seg2
8,9,MAX_w3c2-63x.tif,0.677,35.397,3609.0,batch3009,d0,sham,w3c2-seg2
9,10,MAX_w3c2-63x.tif,0.5489999999999999,32.141,3277.0,batch3009,d0,sham,w3c2-seg2
10,11,MAX_w3c2-63x.tif,1.324,89.244,9099.0,batch3009,d0,sham,w3c2-seg2
11,12,MAX_w3c2-63x.tif,1.9909999999999999,92.89299999999999,9471.0,batch3009,d0,sham,w3c2-seg2
12,13,MAX_w3c2-63x.tif,0.647,52.306999999999995,5333.0,batch3009,d0,sham,w3c2-seg2
13,14,MAX_w3c2-63x.tif,0.618,22.323,2276.0,batch3009,d0,sham,w3c2-seg2
14,15,MAX_w3c2-63x.tif,0.843,36.604,3732.0,batch3009,d0,sham,w3c2-seg2
15,16,MAX_w3c2-63x.tif,1.922,116.059,11833.0,batch3009,d0,sham,w3c2-seg2
16,17,MAX_w3c2-63x.tif,0.883,98.09100000000001,10001.0,batch3009,d0,sham,w3c2-seg2
17,18,MAX_w3c2-63x.tif,0.971,60.693000000000005,6188.0,batch3009,d0,sham,w3c2-seg2
18,19,MAX_w3c2-63x.tif,0.8340000000000001,64.312,6557.0,batch3009,d0,sham,w3c2-seg2
0,1,MAX_w3c3-63xz.tif,1.255,69.226,7058.0,batch3009,d0,sham,w3c3-seg1
1,2,MAX_w3c3-63xz.tif,0.932,110.89,11306.0,batch3009,d0,sham,w3c3-seg1
2,3,MAX_w3c3-63xz.tif,0.981,93.48100000000001,9531.0,batch3009,d0,sham,w3c3-seg1
3,4,MAX_w3c3-63xz.tif,2.04,95.992,9787.0,batch3009,d0,sham,w3c3-seg1
4,5,MAX_w3c3-63xz.tif,0.736,63.184,6442.0,batch3009,d0,sham,w3c3-seg1
5,6,MAX_w3c3-63xz.tif,1.02,65.449,6673.0,batch3009,d0,sham,w3c3-seg1
6,7,MAX_w3c3-63xz.tif,0.785,47.961999999999996,4890.0,batch3009,d0,sham,w3c3-seg1
7,8,MAX_w3c3-63xz.tif,0.588,36.681999999999995,3740.0,batch3009,d0,sham,w3c3-seg1
8,9,MAX_w3c3-63xz.tif,1.0590000000000002,54.965,5604.0,batch3009,d0,sham,w3c3-seg1
9,10,MAX_w3c3-63xz.tif,0.981,52.62,5365.0,batch3009,d0,sham,w3c3-seg1
10,11,MAX_w3c3-63xz.tif,0.647,34.936,3562.0,batch3009,d0,sham,w3c3-seg1
11,12,MAX_w3c3-63xz.tif,1.4909999999999999,95.786,9766.0,batch3009,d0,sham,w3c3-seg1
12,13,MAX_w3c3-63xz.tif,0.569,33.475,3413.0,batch3009,d0,sham,w3c3-seg1
13,14,MAX_w3c3-63xz.tif,0.588,41.871,4269.0,batch3009,d0,sham,w3c3-seg1
14,15,MAX_w3c3-63xz.tif,1.069,42.332,4316.0,batch3009,d0,sham,w3c3-seg1
15,16,MAX_w3c3-63xz.tif,1.4809999999999999,49.747,5072.0,batch3009,d0,sham,w3c3-seg1
16,17,MAX_w3c3-63xz.tif,0.588,32.71,3335.0,batch3009,d0,sham,w3c3-seg1
17,18,MAX_w3c3-63xz.tif,0.618,34.534,3521.0,batch3009,d0,sham,w3c3-seg1
18,19,MAX_w3c3-63xz.tif,1.432,82.162,8377.0,batch3009,d0,sham,w3c3-seg1
19,20,MAX_w3c3-63xz.tif,0.628,37.045,3777.0,batch3009,d0,sham,w3c3-seg1
20,21,MAX_w3c3-63xz.tif,0.775,48.04,4898.0,batch3009,d0,sham,w3c3-seg1
21,22,MAX_w3c3-63xz.tif,0.843,55.426,5651.0,batch3009,d0,sham,w3c3-seg1
22,23,MAX_w3c3-63xz.tif,1.157,108.831,11096.0,batch3009,d0,sham,w3c3-seg1
23,24,MAX_w3c3-63xz.tif,2.001,139.82399999999998,14256.0,batch3009,d0,sham,w3c3-seg1
0,1,MAX_w3c3-63xz.tif,0.726,27.443,2798.0,batch3009,d0,sham,w3c3-seg2
1,2,MAX_w3c3-63xz.tif,0.628,28.944000000000003,2951.0,batch3009,d0,sham,w3c3-seg2
2,3,MAX_w3c3-63xz.tif,1.354,58.927,6008.0,batch3009,d0,sham,w3c3-seg2
3,4,MAX_w3c3-63xz.tif,0.647,41.037,4184.0,batch3009,d0,sham,w3c3-seg2
4,5,MAX_w3c3-63xz.tif,0.794,48.295,4924.0,batch3009,d0,sham,w3c3-seg2
5,6,MAX_w3c3-63xz.tif,0.43200000000000005,47.687,4862.0,batch3009,d0,sham,w3c3-seg2
6,7,MAX_w3c3-63xz.tif,0.51,32.327,3296.0,batch3009,d0,sham,w3c3-seg2
7,8,MAX_w3c3-63xz.tif,1.128,101.484,10347.0,batch3009,d0,sham,w3c3-seg2
8,9,MAX_w3c3-63xz.tif,1.393,92.677,9449.0,batch3009,d0,sham,w3c3-seg2
9,10,MAX_w3c3-63xz.tif,1.167,99.435,10138.0,batch3009,d0,sham,w3c3-seg2
10,11,MAX_w3c3-63xz.tif,0.48100000000000004,19.105999999999998,1948.0,batch3009,d0,sham,w3c3-seg2
11,12,MAX_w3c3-63xz.tif,1.02,106.19200000000001,10827.0,batch3009,d0,sham,w3c3-seg2
12,13,MAX_w3c3-63xz.tif,1.824,109.488,11163.0,batch3009,d0,sham,w3c3-seg2
13,14,MAX_w3c3-63xz.tif,1.069,86.635,8833.0,batch3009,d0,sham,w3c3-seg2
14,15,MAX_w3c3-63xz.tif,0.392,16.291,1661.0,batch3009,d0,sham,w3c3-seg2
15,16,MAX_w3c3-63xz.tif,0.598,30.631,3123.0,batch3009,d0,sham,w3c3-seg2
16,17,MAX_w3c3-63xz.tif,1.197,43.911,4477.0,batch3009,d0,sham,w3c3-seg2
17,18,MAX_w3c3-63xz.tif,1.6869999999999998,94.001,9584.0,batch3009,d0,sham,w3c3-seg2
18,19,MAX_w3c3-63xz.tif,2.07,62.291000000000004,6351.0,batch3009,d0,sham,w3c3-seg2
19,20,MAX_w3c3-63xz.tif,0.8140000000000001,37.408,3814.0,batch3009,d0,sham,w3c3-seg2
20,21,MAX_w3c3-63xz.tif,1.903,91.49,9328.0,batch3009,d0,sham,w3c3-seg2
21,22,MAX_w3c3-63xz.tif,1.324,71.74600000000001,7315.0,batch3009,d0,sham,w3c3-seg2
0,1,MAX_w3c3-63xz.tif,0.961,55.426,5651.0,batch3009,d0,sham,w3c3-seg3
1,2,MAX_w3c3-63xz.tif,1.6380000000000001,85.556,8723.0,batch3009,d0,sham,w3c3-seg3
2,3,MAX_w3c3-63xz.tif,0.853,71.01100000000001,7240.0,batch3009,d0,sham,w3c3-seg3
3,4,MAX_w3c3-63xz.tif,1.1079999999999999,77.092,7860.0,batch3009,d0,sham,w3c3-seg3
4,5,MAX_w3c3-63xz.tif,0.991,97.698,9961.0,batch3009,d0,sham,w3c3-seg3
5,6,MAX_w3c3-63xz.tif,0.687,56.897,5801.0,batch3009,d0,sham,w3c3-seg3
6,7,MAX_w3c3-63xz.tif,1.1179999999999999,131.91899999999998,13450.0,batch3009,d0,sham,w3c3-seg3
7,8,MAX_w3c3-63xz.tif,0.893,100.34700000000001,10231.0,batch3009,d0,sham,w3c3-seg3
8,9,MAX_w3c3-63xz.tif,0.922,43.989,4485.0,batch3009,d0,sham,w3c3-seg3
9,10,MAX_w3c3-63xz.tif,0.539,43.744,4460.0,batch3009,d0,sham,w3c3-seg3
10,11,MAX_w3c3-63xz.tif,0.657,42.20399999999999,4303.0,batch3009,d0,sham,w3c3-seg3
11,12,MAX_w3c3-63xz.tif,0.647,56.995,5811.0,batch3009,d0,sham,w3c3-seg3
12,13,MAX_w3c3-63xz.tif,0.775,52.62,5365.0,batch3009,d0,sham,w3c3-seg3
13,14,MAX_w3c3-63xz.tif,1.167,116.697,11898.0,batch3009,d0,sham,w3c3-seg3
14,15,MAX_w3c3-63xz.tif,1.04,40.38,4117.0,batch3009,d0,sham,w3c3-seg3
15,16,MAX_w3c3-63xz.tif,0.9420000000000001,31.19,3180.0,batch3009,d0,sham,w3c3-seg3
16,17,MAX_w3c3-63xz.tif,0.657,43.617,4447.0,batch3009,d0,sham,w3c3-seg3
17,18,MAX_w3c3-63xz.tif,0.863,98.454,10038.0,batch3009,d0,sham,w3c3-seg3
18,19,MAX_w3c3-63xz.tif,1.962,129.094,13162.0,batch3009,d0,sham,w3c3-seg3
19,20,MAX_w3c3-63xz.tif,1.51,104.25,10629.0,batch3009,d0,sham,w3c3-seg3
20,21,MAX_w3c3-63xz.tif,1.157,43.998999999999995,4486.0,batch3009,d0,sham,w3c3-seg3
21,22,MAX_w3c3-63xz.tif,1.9909999999999999,95.6,9747.0,batch3009,d0,sham,w3c3-seg3
22,23,MAX_w3c3-63xz.tif,1.02,72.619,7404.0,batch3009,d0,sham,w3c3-seg3
23,24,MAX_w3c3-63xz.tif,1.6380000000000001,87.694,8941.0,batch3009,d0,sham,w3c3-seg3
0,1,MAX_w3c4-63xz-segment2.tif,1.599,233.69799999999998,23827.0,batch3009,d0,sham,w3c4-seg1
1,2,MAX_w3c4-63xz-segment2.tif,0.794,99.415,10136.0,batch3009,d0,sham,w3c4-seg1
2,3,MAX_w3c4-63xz-segment2.tif,0.912,104.809,10686.0,batch3009,d0,sham,w3c4-seg1
3,4,MAX_w3c4-63xz-segment2.tif,2.001,251.705,25663.0,batch3009,d0,sham,w3c4-seg1
4,5,MAX_w3c4-63xz-segment2.tif,0.765,102.71,10472.0,batch3009,d0,sham,w3c4-seg1
5,6,MAX_w3c4-63xz-segment2.tif,1.089,148.65200000000002,15156.0,batch3009,d0,sham,w3c4-seg1
6,7,MAX_w3c4-63xz-segment2.tif,1.099,199.32,20322.0,batch3009,d0,sham,w3c4-seg1
7,8,MAX_w3c4-63xz-segment2.tif,1.393,156.606,15967.0,batch3009,d0,sham,w3c4-seg1
8,9,MAX_w3c4-63xz-segment2.tif,1.03,75.64,7712.0,batch3009,d0,sham,w3c4-seg1
9,10,MAX_w3c4-63xz-segment2.tif,1.913,278.903,28436.0,batch3009,d0,sham,w3c4-seg1
10,11,MAX_w3c4-63xz-segment2.tif,1.805,232.57,23712.0,batch3009,d0,sham,w3c4-seg1
11,12,MAX_w3c4-63xz-segment2.tif,0.922,82.49600000000001,8411.0,batch3009,d0,sham,w3c4-seg1
12,13,MAX_w3c4-63xz-segment2.tif,0.8240000000000001,138.343,14105.0,batch3009,d0,sham,w3c4-seg1
13,14,MAX_w3c4-63xz-segment2.tif,0.608,79.877,8144.0,batch3009,d0,sham,w3c4-seg1
14,15,MAX_w3c4-63xz-segment2.tif,2.207,279.276,28474.0,batch3009,d0,sham,w3c4-seg1
15,16,MAX_w3c4-63xz-segment2.tif,1.275,74.679,7614.0,batch3009,d0,sham,w3c4-seg1
16,17,MAX_w3c4-63xz-segment2.tif,0.696,45.245,4613.0,batch3009,d0,sham,w3c4-seg1
17,18,MAX_w3c4-63xz-segment2.tif,1.6669999999999998,117.697,12000.0,batch3009,d0,sham,w3c4-seg1
18,19,MAX_w3c4-63xz-segment2.tif,0.932,88.155,8988.0,batch3009,d0,sham,w3c4-seg1
19,20,MAX_w3c4-63xz-segment2.tif,1.157,108.49700000000001,11062.0,batch3009,d0,sham,w3c4-seg1
20,21,MAX_w3c4-63xz-segment2.tif,0.618,31.16,3177.0,batch3009,d0,sham,w3c4-seg1
21,22,MAX_w3c4-63xz-segment2.tif,0.33299999999999996,35.692,3639.0,batch3009,d0,sham,w3c4-seg1
22,23,MAX_w3c4-63xz-segment2.tif,1.775,228.666,23314.0,batch3009,d0,sham,w3c4-seg1
23,24,MAX_w3c4-63xz-segment2.tif,0.951,51.913999999999994,5293.0,batch3009,d0,sham,w3c4-seg1
24,25,MAX_w3c4-63xz-segment2.tif,0.324,22.616999999999997,2306.0,batch3009,d0,sham,w3c4-seg1
25,26,MAX_w3c4-63xz-segment2.tif,0.441,28.875,2944.0,batch3009,d0,sham,w3c4-seg1
26,27,MAX_w3c4-63xz-segment2.tif,0.5589999999999999,33.611999999999995,3427.0,batch3009,d0,sham,w3c4-seg1
27,28,MAX_w3c4-63xz-segment2.tif,0.275,18.223,1858.0,batch3009,d0,sham,w3c4-seg1
28,29,MAX_w3c4-63xz-segment2.tif,0.883,55.867,5696.0,batch3009,d0,sham,w3c4-seg1
29,30,MAX_w3c4-63xz-segment2.tif,0.745,104.682,10673.0,batch3009,d0,sham,w3c4-seg1
30,31,MAX_w3c4-63xz-segment2.tif,1.265,96.796,9869.0,batch3009,d0,sham,w3c4-seg1
31,32,MAX_w3c4-63xz-segment2.tif,1.579,146.847,14972.0,batch3009,d0,sham,w3c4-seg1
32,33,MAX_w3c4-63xz-segment2.tif,1.51,122.709,12511.0,batch3009,d0,sham,w3c4-seg1
33,34,MAX_w3c4-63xz-segment2.tif,1.089,187.07,19073.0,batch3009,d0,sham,w3c4-seg1
34,35,MAX_w3c4-63xz-segment2.tif,0.853,79.965,8153.0,batch3009,d0,sham,w3c4-seg1
35,36,MAX_w3c4-63xz-segment2.tif,0.765,81.76,8336.0,batch3009,d0,sham,w3c4-seg1
36,37,MAX_w3c4-63xz-segment2.tif,0.951,159.578,16270.0,batch3009,d0,sham,w3c4-seg1
37,38,MAX_w3c4-63xz-segment2.tif,0.647,97.669,9958.0,batch3009,d0,sham,w3c4-seg1
38,39,MAX_w3c4-63xz-segment2.tif,0.49,78.965,8051.0,batch3009,d0,sham,w3c4-seg1
39,40,MAX_w3c4-63xz-segment2.tif,0.716,72.786,7421.0,batch3009,d0,sham,w3c4-seg1
40,41,MAX_w3c4-63xz-segment2.tif,0.696,44.784,4566.0,batch3009,d0,sham,w3c4-seg1
41,42,MAX_w3c4-63xz-segment2.tif,1.3630000000000002,180.498,18403.0,batch3009,d0,sham,w3c4-seg1
42,43,MAX_w3c4-63xz-segment2.tif,0.912,96.11,9799.0,batch3009,d0,sham,w3c4-seg1
43,44,MAX_w3c4-63xz-segment2.tif,0.441,29.434,3001.0,batch3009,d0,sham,w3c4-seg1
44,45,MAX_w3c4-63xz-segment2.tif,0.52,17.458,1780.0,batch3009,d0,sham,w3c4-seg1
45,46,MAX_w3c4-63xz-segment2.tif,0.579,25.138,2563.0,batch3009,d0,sham,w3c4-seg1
46,47,MAX_w3c4-63xz-segment2.tif,0.51,37.997,3874.0,batch3009,d0,sham,w3c4-seg1
47,48,MAX_w3c4-63xz-segment2.tif,1.187,137.32299999999998,14001.0,batch3009,d0,sham,w3c4-seg1
0,1,MAX_w2c1-63xz-1.tif:1,1.089,166.47299999999998,16973.0,batch3009,d3,200nano,w2c1-seg1
1,2,MAX_w2c1-63xz-1.tif:2,1.079,78.926,8047.0,batch3009,d3,200nano,w2c1-seg1
2,3,MAX_w2c1-63xz-1.tif:3,0.373,30.729,3133.0,batch3009,d3,200nano,w2c1-seg1
3,4,MAX_w2c1-63xz-1.tif:4,0.363,35.397,3609.0,batch3009,d3,200nano,w2c1-seg1
4,5,MAX_w2c1-63xz-1.tif:5,0.43200000000000005,33.681,3434.0,batch3009,d3,200nano,w2c1-seg1
5,6,MAX_w2c1-63xz-1.tif:6,0.569,19.234,1961.0,batch3009,d3,200nano,w2c1-seg1
6,7,MAX_w2c1-63xz-1.tif:7,1.0590000000000002,72.403,7382.0,batch3009,d3,200nano,w2c1-seg1
7,8,MAX_w2c1-63xz-1.tif:8,0.8240000000000001,106.91799999999999,10901.0,batch3009,d3,200nano,w2c1-seg1
8,9,MAX_w2c1-63xz-1.tif:9,0.775,21.901,2233.0,batch3009,d3,200nano,w2c1-seg1
9,10,MAX_w2c1-63xz-1.tif:10,0.9420000000000001,58.574,5972.0,batch3009,d3,200nano,w2c1-seg1
10,11,MAX_w2c1-63xz-1.tif:11,1.197,82.27,8388.0,batch3009,d3,200nano,w2c1-seg1
11,12,MAX_w2c1-63xz-1.tif:12,0.451,14.114,1439.0,batch3009,d3,200nano,w2c1-seg1
12,13,MAX_w2c1-63xz-1.tif:13,0.981,109.831,11198.0,batch3009,d3,200nano,w2c1-seg1
13,14,MAX_w2c1-63xz-1.tif:14,1.285,153.958,15697.0,batch3009,d3,200nano,w2c1-seg1
14,15,MAX_w2c1-63xz-1.tif:15,0.991,146.945,14982.0,batch3009,d3,200nano,w2c1-seg1
15,16,MAX_w2c1-63xz-1.tif:16,2.05,249.351,25423.0,batch3009,d3,200nano,w2c1-seg1
0,1,MAX_w2c1-63xz-1.tif,0.902,115.137,11739.0,batch3009,d3,200nano,w2c1-seg2
1,2,MAX_w2c1-63xz-1.tif,1.089,71.805,7321.0,batch3009,d3,200nano,w2c1-seg2
2,3,MAX_w2c1-63xz-1.tif,0.618,36.476,3719.0,batch3009,d3,200nano,w2c1-seg2
3,4,MAX_w2c1-63xz-1.tif,1.138,130.94799999999998,13351.0,batch3009,d3,200nano,w2c1-seg2
4,5,MAX_w2c1-63xz-1.tif,0.49,29.209,2978.0,batch3009,d3,200nano,w2c1-seg2
5,6,MAX_w2c1-63xz-1.tif,0.8240000000000001,42.145,4297.0,batch3009,d3,200nano,w2c1-seg2
6,7,MAX_w2c1-63xz-1.tif,2.02,242.59400000000002,24734.0,batch3009,d3,200nano,w2c1-seg2
7,8,MAX_w2c1-63xz-1.tif,0.961,100.06200000000001,10202.0,batch3009,d3,200nano,w2c1-seg2
8,9,MAX_w2c1-63xz-1.tif,0.304,16.664,1699.0,batch3009,d3,200nano,w2c1-seg2
9,10,MAX_w2c1-63xz-1.tif,1.324,94.315,9616.0,batch3009,d3,200nano,w2c1-seg2
10,11,MAX_w2c1-63xz-1.tif,0.804,57.368,5849.0,batch3009,d3,200nano,w2c1-seg2
11,12,MAX_w2c1-63xz-1.tif,1.324,84.301,8595.0,batch3009,d3,200nano,w2c1-seg2
12,13,MAX_w2c1-63xz-1.tif,1.403,80.33800000000001,8191.0,batch3009,d3,200nano,w2c1-seg2
13,14,MAX_w2c1-63xz-1.tif,1.922,218.377,22265.0,batch3009,d3,200nano,w2c1-seg2
14,15,MAX_w2c1-63xz-1.tif,1.0,111.744,11393.0,batch3009,d3,200nano,w2c1-seg2
15,16,MAX_w2c1-63xz-1.tif,1.0,145.15,14799.0,batch3009,d3,200nano,w2c1-seg2
16,17,MAX_w2c1-63xz-1.tif,0.785,66.342,6764.0,batch3009,d3,200nano,w2c1-seg2
17,18,MAX_w2c1-63xz-1.tif,0.893,105.359,10742.0,batch3009,d3,200nano,w2c1-seg2
18,19,MAX_w2c1-63xz-1.tif,1.089,66.107,6740.0,batch3009,d3,200nano,w2c1-seg2
19,20,MAX_w2c1-63xz-1.tif,0.52,88.4,9013.0,batch3009,d3,200nano,w2c1-seg2
20,21,MAX_w2c1-63xz-1.tif,1.069,190.562,19429.0,batch3009,d3,200nano,w2c1-seg2
21,22,MAX_w2c1-63xz-1.tif,1.6480000000000001,135.077,13772.0,batch3009,d3,200nano,w2c1-seg2
22,23,MAX_w2c1-63xz-1.tif,0.667,27.522,2806.0,batch3009,d3,200nano,w2c1-seg2
23,24,MAX_w2c1-63xz-1.tif,0.912,88.979,9072.0,batch3009,d3,200nano,w2c1-seg2
24,25,MAX_w2c1-63xz-1.tif,0.951,165.423,16866.0,batch3009,d3,200nano,w2c1-seg2
25,26,MAX_w2c1-63xz-1.tif,1.206,127.152,12964.0,batch3009,d3,200nano,w2c1-seg2
26,27,MAX_w2c1-63xz-1.tif,0.569,26.423000000000002,2694.0,batch3009,d3,200nano,w2c1-seg2
27,28,MAX_w2c1-63xz-1.tif,1.383,132.655,13525.0,batch3009,d3,200nano,w2c1-seg2
28,29,MAX_w2c1-63xz-1.tif,0.696,85.213,8688.0,batch3009,d3,200nano,w2c1-seg2
29,30,MAX_w2c1-63xz-1.tif,0.755,38.075,3882.0,batch3009,d3,200nano,w2c1-seg2
30,31,MAX_w2c1-63xz-1.tif,0.8140000000000001,62.458,6368.0,batch3009,d3,200nano,w2c1-seg2
31,32,MAX_w2c1-63xz-1.tif,0.618,74.247,7570.0,batch3009,d3,200nano,w2c1-seg2
32,33,MAX_w2c1-63xz-1.tif,0.893,107.242,10934.0,batch3009,d3,200nano,w2c1-seg2
33,34,MAX_w2c1-63xz-1.tif,0.598,60.918,6211.0,batch3009,d3,200nano,w2c1-seg2
34,35,MAX_w2c1-63xz-1.tif,0.441,38.260999999999996,3901.0,batch3009,d3,200nano,w2c1-seg2
35,36,MAX_w2c1-63xz-1.tif,0.608,53.336000000000006,5438.0,batch3009,d3,200nano,w2c1-seg2
36,37,MAX_w2c1-63xz-1.tif,0.765,29.758000000000003,3034.0,batch3009,d3,200nano,w2c1-seg2
37,38,MAX_w2c1-63xz-1.tif,0.696,43.989,4485.0,batch3009,d3,200nano,w2c1-seg2
38,39,MAX_w2c1-63xz-1.tif,0.451,13.28,1354.0,batch3009,d3,200nano,w2c1-seg2
39,40,MAX_w2c1-63xz-1.tif,0.843,103.505,10553.0,batch3009,d3,200nano,w2c1-seg2
0,1,MAX_w2c2-63xz-1.tif,0.794,28.345,2890.0,batch3009,d3,200nano,w2c2-seg1
1,2,MAX_w2c2-63xz-1.tif,0.8340000000000001,78.661,8020.0,batch3009,d3,200nano,w2c2-seg1
2,3,MAX_w2c2-63xz-1.tif,0.34299999999999997,14.693,1498.0,batch3009,d3,200nano,w2c2-seg1
3,4,MAX_w2c2-63xz-1.tif,0.863,62.409,6363.0,batch3009,d3,200nano,w2c2-seg1
4,5,MAX_w2c2-63xz-1.tif,0.5489999999999999,19.047,1942.0,batch3009,d3,200nano,w2c2-seg1
5,6,MAX_w2c2-63xz-1.tif,1.393,84.359,8601.0,batch3009,d3,200nano,w2c2-seg1
6,7,MAX_w2c2-63xz-1.tif,1.197,102.85799999999999,10487.0,batch3009,d3,200nano,w2c2-seg1
7,8,MAX_w2c2-63xz-1.tif,0.765,59.074,6023.0,batch3009,d3,200nano,w2c2-seg1
8,9,MAX_w2c2-63xz-1.tif,0.598,49.501000000000005,5047.0,batch3009,d3,200nano,w2c2-seg1
9,10,MAX_w2c2-63xz-1.tif,0.696,64.322,6558.0,batch3009,d3,200nano,w2c2-seg1
10,11,MAX_w2c2-63xz-1.tif,0.873,48.815,4977.0,batch3009,d3,200nano,w2c2-seg1
11,12,MAX_w2c2-63xz-1.tif,1.069,86.49799999999999,8819.0,batch3009,d3,200nano,w2c2-seg1
12,13,MAX_w2c2-63xz-1.tif,0.5589999999999999,36.663000000000004,3738.0,batch3009,d3,200nano,w2c2-seg1
13,14,MAX_w2c2-63xz-1.tif,0.49,34.887,3557.0,batch3009,d3,200nano,w2c2-seg1
14,15,MAX_w2c2-63xz-1.tif,0.785,52.934,5397.0,batch3009,d3,200nano,w2c2-seg1
15,16,MAX_w2c2-63xz-1.tif,0.49,34.976,3566.0,batch3009,d3,200nano,w2c2-seg1
16,17,MAX_w2c2-63xz-1.tif,0.647,56.102,5720.0,batch3009,d3,200nano,w2c2-seg1
17,18,MAX_w2c2-63xz-1.tif,0.608,39.772,4055.0,batch3009,d3,200nano,w2c2-seg1
18,19,MAX_w2c2-63xz-1.tif,0.41200000000000003,23.215999999999998,2367.0,batch3009,d3,200nano,w2c2-seg1
19,20,MAX_w2c2-63xz-1.tif,0.902,113.48,11570.0,batch3009,d3,200nano,w2c2-seg1
20,21,MAX_w2c2-63xz-1.tif,0.883,82.72200000000001,8434.0,batch3009,d3,200nano,w2c2-seg1
21,22,MAX_w2c2-63xz-1.tif,0.5,13.878,1415.0,batch3009,d3,200nano,w2c2-seg1
22,23,MAX_w2c2-63xz-1.tif,0.804,88.51799999999999,9025.0,batch3009,d3,200nano,w2c2-seg1
23,24,MAX_w2c2-63xz-1.tif,0.843,65.342,6662.0,batch3009,d3,200nano,w2c2-seg1
24,25,MAX_w2c2-63xz-1.tif,0.961,94.736,9659.0,batch3009,d3,200nano,w2c2-seg1
25,26,MAX_w2c2-63xz-1.tif,0.5489999999999999,43.93,4479.0,batch3009,d3,200nano,w2c2-seg1
26,27,MAX_w2c2-63xz-1.tif,0.353,11.525,1175.0,batch3009,d3,200nano,w2c2-seg1
27,28,MAX_w2c2-63xz-1.tif,0.883,35.78,3648.0,batch3009,d3,200nano,w2c2-seg1
28,29,MAX_w2c2-63xz-1.tif,1.138,115.569,11783.0,batch3009,d3,200nano,w2c2-seg1
29,30,MAX_w2c2-63xz-1.tif,1.55,84.458,8611.0,batch3009,d3,200nano,w2c2-seg1
30,31,MAX_w2c2-63xz-1.tif,0.5489999999999999,29.326,2990.0,batch3009,d3,200nano,w2c2-seg1
31,32,MAX_w2c2-63xz-1.tif,2.511,183.804,18740.0,batch3009,d3,200nano,w2c2-seg1
32,33,MAX_w2c2-63xz-1.tif,0.598,51.394,5240.0,batch3009,d3,200nano,w2c2-seg1
33,34,MAX_w2c2-63xz-1.tif,0.324,7.8660000000000005,802.0,batch3009,d3,200nano,w2c2-seg1
34,35,MAX_w2c2-63xz-1.tif,0.618,26.629,2715.0,batch3009,d3,200nano,w2c2-seg1
35,36,MAX_w2c2-63xz-1.tif,0.33299999999999996,35.839,3654.0,batch3009,d3,200nano,w2c2-seg1
36,37,MAX_w2c2-63xz-1.tif,0.34299999999999997,46.647,4756.0,batch3009,d3,200nano,w2c2-seg1
37,38,MAX_w2c2-63xz-1.tif,0.294,27.335,2787.0,batch3009,d3,200nano,w2c2-seg1
38,39,MAX_w2c2-63xz-1.tif,0.284,9.014,919.0,batch3009,d3,200nano,w2c2-seg1
39,40,MAX_w2c2-63xz-1.tif,0.696,53.268,5431.0,batch3009,d3,200nano,w2c2-seg1
40,41,MAX_w2c2-63xz-1.tif,0.284,6.405,653.0,batch3009,d3,200nano,w2c2-seg1
41,42,MAX_w2c2-63xz-1.tif,0.363,18.527,1889.0,batch3009,d3,200nano,w2c2-seg1
42,43,MAX_w2c2-63xz-1.tif,0.461,22.715999999999998,2316.0,batch3009,d3,200nano,w2c2-seg1
43,44,MAX_w2c2-63xz-1.tif,0.353,15.409,1571.0,batch3009,d3,200nano,w2c2-seg1
44,45,MAX_w2c2-63xz-1.tif,2.07,105.006,10706.0,batch3009,d3,200nano,w2c2-seg1
45,46,MAX_w2c2-63xz-1.tif,1.3730000000000002,73.806,7525.0,batch3009,d3,200nano,w2c2-seg1
0,1,MAX_w2c2-63xz-1.tif,1.079,64.017,6527.0,batch3009,d3,200nano,w2c2-seg2
1,2,MAX_w2c2-63xz-1.tif,0.647,23.01,2346.0,batch3009,d3,200nano,w2c2-seg2
